,State,District,SOURCE,Latitude,Longitude,Well Depth,Pre_2015,Pre_2016,Pre_2017,Pre_2018,Pre_2019,Pst_2015,Pst_2016,Pst_2017,Pst_2018,Pst_2015
566,haryana,Kurukshetra,SGWB,30.11,76.93,82.85417190034559,40.0,41.2,42.93,44.46,46.92,40.9,41.5,43.57,45.98,48.56
567,haryana,Mahendragarh,SGWB,28.36251475,76.24993076,45.24805109247649,25.75,17.65,18.65,18.2,19.6,25.5,15.65,18.65,17.4,19.55
568,haryana,Gurugram,SGWB,28.45198053,76.78944392,54.87194001785072,6.55,7.1,7.2,7.2,17.85,6.85,6.75,6.45,6.5,17.45
569,haryana,Mahendragarh,SGWB,28.04545159,76.34151785,91.88101614593386,52.55,55.5,55.8,58.4,58.65,53.85,55.6,55.8,57.4,57.8
570,haryana,Kaithal ,SGWB,29.58401951,76.42988979,48.78343745723338,11.84,12.5,13.87,13.26,14.96,12.65,13.1,13.92,14.21,16.88
571,haryana,Bhiwani,SGWB,28.73077027,75.85117572,45.67659041243792,17.35,17.3,17.8,18.1,18.1,17.45,17.53,17.7,18.05,16.28
572,haryana,Gurugram,SGWB,28.401999999999997,76.984,76.0284155688022,34.75,33.85,35.9,37.65,43.0,36.3,35.15,36.7,38.8,42.3
573,haryana,Gurugram,SGWB,28.31192225,77.1125775,68.71496127914031,35.8,36.2,36.4,36.4,36.85,35.85,36.4,37.7,36.05,36.15
574,haryana,Palwal,SGWB,28.05116871,77.24172594,46.57619903384649,13.65,14.55,14.95,15.08,15.75,13.8,14.85,15.05,14.4,15.35
575,haryana,Palwal,SGWB,27.90363638,77.42588157,42.610417724835806,4.6,5.35,5.15,5.15,10.25,4.85,5.1,4.75,4.95,9.95
576,haryana,Mahendragarh,SGWB,28.12895442,76.03740095,130.63409120521067,92.5,93.1,94.0,97.5,97.7,92.6,92.0,94.0,97.1,95.0
577,haryana,Panipat,SGWB,29.26,77.11,46.86307646377121,10.11,11.33,12.05,14.03,15.35,9.56,10.57,11.77,13.3,15.54
578,haryana,Rewari,SGWB,28.19094849,76.39536908,103.10293624605463,61.85,63.1,64.85,65.65,66.4,62.15,63.75,65.45,65.1,66.1
579,haryana,Yamuna Nagar,SGWB,29.02694444,77.00333333,34.68938369335589,6.5,6.71,6.78,6.85,6.97,5.81,5.388396408148955,6.6,5.95,5.57
580,haryana,Yamuna Nagar,SGWB,30.00472222,76.01388889,42.47445925155295,13.4,13.9,14.4,13.7,13.77,12.9,12.582099699395883,13.4,12.2,11.8
581,haryana,Kaithal ,SGWB,30.06512957,76.31034203,73.75026798728716,31.9,33.86,35.83,37.96,39.85,34.8,35.77,37.12,39.75,41.5
582,haryana,Kaithal ,SGWB,29.61368537,76.43141819,50.35973778842394,11.88,13.85,16.1,16.92,18.78,12.6,15.1,17.3,17.81,17.83
583,haryana,Palwal,SGWB,28.10609612,77.33725574,38.312857592540716,8.0,8.75,8.75,8.8,8.9,8.18,9.05,8.8,8.45,8.65
584,haryana,Kaithal ,SGWB,29.54228494,76.38068634,47.945504372189745,15.9,17.05,17.5,18.57,19.01,16.1,17.1,17.54,18.4,17.7
585,haryana,Panipat,SGWB,29.22040185,76.98015944,55.81032971373858,28.37,29.54,30.22,31.35,34.36,35.56,29.13,30.49,32.25,30.6
586,haryana,Palwal,SGWB,28.01101925,77.26240749,37.442627874162994,6.35,6.9,6.85,6.9,7.8,6.42,6.8,6.6,6.65,7.65
587,haryana,Mahendragarh,SGWB,28.035058399999997,76.04054944,103.5352150227629,62.2,72.2,72.5,70.5,65.7,62.85,72.79,72.5,64.7,61.5
588,haryana,Faridabad,SGWB,28.331,77.17,55.04642177607249,20.0,21.05,21.8,22.1,23.0,20.15,21.5,22.0,21.45,22.65
589,haryana,Mahendragarh,SGWB,28.20094886,76.17777605,46.30325434275319,17.8,18.45,17.5,19.0,18.8,17.1,18.0,17.5,18.7,17.3
590,haryana,Yamuna Nagar,SGWB,30.00694444,77.00472222,42.44154426227402,8.92,7.74,7.83,10.18,11.37,8.32,6.191020271553474,7.53,8.7,13.23
591,haryana,Sirsa,SGWB,29.44404426,74.84115665,72.79866273389442,30.48,33.53,34.9,35.8,38.04,33.53,34.9,36.6,35.9,38.89
592,haryana,Palwal,SGWB,28.02020754,77.19268903,42.200904067028894,9.6,10.4,10.45,10.57,11.95,9.8,10.25,10.2,10.4,11.7
593,haryana,Fatehabad,SGWB,29.65591998,75.73498418,85.76235752511616,33.2,46.4,49.35,54.7,56.7,47.5,48.5,50.0,55.1,55.75
594,haryana,Mahendragarh,SGWB,28.05050019,76.02698974,136.43193371659208,98.9,99.5,100.0,100.0,99.5,98.9,98.5,100.0,98.5,98.0
595,haryana,Rewari,SGWB,28.14403607,76.39235736,104.89448845287252,65.75,70.0,64.85,74.8,75.4,66.75,69.6,74.6,73.9,75.0
596,haryana,Mahendragarh,SGWB,28.29015284,76.10665192,92.21070023921733,49.2,50.45,52.0,60.0,61.5,49.7,51.5,52.0,59.5,60.0
597,haryana,Bhiwani,SGWB,28.61419344,75.85474401,71.07112914236242,34.12,34.64,36.5,38.0,38.15,34.5,35.8,37.0,38.04,38.27
598,haryana,Sirsa,SGWB,29.60170533,74.78685897,77.9643661485822,38.1,39.63,38.94,39.0,42.67,39.63,38.94,38.94,39.0,43.84
599,haryana,Sirsa,SGWB,29.45541532,74.81934085,69.41850697630404,28.96,32.92,32.91,33.5,35.87,32.01,32.91,34.15,33.0,36.1
600,haryana,Bhiwani,SGWB,28.47457046,75.90937656,107.85237088563296,66.72,67.05,69.52,71.5,71.59,66.85,68.1,70.6,71.53,71.62
601,haryana,Bhiwani,SGWB,28.58,75.92,110.18785503425282,69.51,69.95,71.9,73.5,73.86,69.65,70.8,72.6,73.54,73.72
602,haryana,Bhiwani,SGWB,28.63205083,75.89949355,54.13179785113553,21.82,24.33,24.5,25.1,24.5,23.0,23.9,24.6,24.1,23.48
603,haryana,Palwal,SGWB,28.075555600000005,77.43865696,43.335961123171415,11.65,12.85,12.3,12.39,13.1,11.75,12.8,12.2,12.2,13.0
604,haryana,Yamuna Nagar,SGWB,30.00333333,77.00361111,47.032956080755426,15.5,16.0,16.5,16.75,17.0,15.0,14.631229479012543,15.5,15.5,16.25
605,haryana,Kurukshetra,SGWB,30.21277881,76.86666967,89.91377440549739,48.5,49.5,51.47,53.42,56.16,49.0,50.86,52.43,55.08,54.9
606,haryana,Bhiwani,SGWB,28.65154478,75.82918707,39.0275901000767,11.08,11.55,11.6,11.0,10.7,11.35,10.7,11.45,10.5,9.97
607,haryana,Palwal,SGWB,27.96312392,77.46152275,43.56464573309003,10.9,11.85,12.2,12.35,13.15,11.05,11.85,12.0,12.1,12.9
608,haryana,Bhiwani,SGWB,28.706,76.041,38.918352147297234,10.04,12.52,12.18,13.62,12.89,11.92,11.57,12.03,12.62,11.42
609,haryana,Kurukshetra,SGWB,30.020862,76.98648299999999,76.58504812501187,38.6,40.56,40.78,42.3258,42.55,39.3,41.55,41.84,44.31,44.3
610,haryana,Bhiwani,SGWB,28.4375255,75.81072461,113.3961727715289,61.33,61.65,69.25,70.9,71.3,61.45,67.3,70.1,71.0,71.55
611,haryana,Palwal,SGWB,27.94,77.31,42.62153172127118,10.2,11.1,11.7,11.75,12.2,10.25,11.4,11.5,11.4,11.85
612,haryana,Kaithal ,SGWB,29.97561399,76.42077386,63.92391714468225,23.9,25.87,27.82,29.44,31.38,25.2,27.0,29.17,31.19,31.52
613,haryana,Mahendragarh,SGWB,28.15706339,76.27714349,109.01164212862396,60.8,70.5,71.6,74.0,75.0,69.6,71.0,71.6,73.5,74.5
614,haryana,Kaithal ,SGWB,30.12416673,76.22697902,72.14301221495444,33.6,34.0,35.97,37.83,39.2,35.0,34.56,36.9,39.61,40.6
615,haryana,Rewari,SGWB,28.1622401,76.41726981,82.55492877160836,43.7,44.6,46.95,46.75,47.25,43.85,45.15,47.5,45.8,46.7
616,haryana,Kaithal ,SGWB,29.97940517,76.23272117,86.4341039514511,42.9,44.83,46.74,48.7,50.72,45.5,46.56,47.82,50.52,52.68
617,haryana,Fatehabad,SGWB,29.65,75.91,52.37397190329746,25.9,19.0,21.0,24.2,25.7,26.0,20.0,22.0,24.1,25.9
618,haryana,Yamuna Nagar,SGWB,30.00333333,77.00194444,38.14162766416208,8.12,9.24,9.26,9.3,9.55,7.16,7.845747578585225,9.55,8.55,7.95
619,haryana,Sirsa,SGWB,29.45981321,74.70626455,71.81265079558058,38.1,38.01,38.88,38.5,38.43,38.01,38.88,39.66,39.0,38.9
620,haryana,Yamuna Nagar,SGWB,30.00222222,77.00388889,53.081550416227145,20.25,20.75,21.25,21.75,22.0,19.75,19.264650995479037,20.25,20.0,21.57
621,haryana,Bhiwani,SGWB,28.80039075,75.7285083,34.14537252125048,6.39,4.25,6.05,6.25,5.09,5.95,5.85,3.85,4.8,4.96
622,haryana,Yamuna Nagar,SGWB,30.01027778,76.02138889,32.11536810118469,5.17,5.37,5.47,5.55,5.61,5.35,4.21104270044854,5.2,4.55,3.95
623,haryana,Palwal,SGWB,28.10699493,77.17259447,29.775288054957983,1.45,1.95,1.4,1.43,1.7,1.4,1.4,1.3,1.35,1.55
624,haryana,Palwal,SGWB,28.11080644,77.16663940000001,29.51235787623566,1.4,1.95,1.5,1.6,1.55,1.6,1.6,1.35,1.4,1.5
625,haryana,Palwal,SGWB,28.1,77.17,30.75725172941184,1.6,2.35,1.7,1.7,2.3,1.65,1.7,1.55,1.67,2.25
626,haryana,Kaithal ,SGWB,29.58,76.53,51.15869172000434,16.3,18.28,19.6,20.43,21.8,17.8,19.3,19.67,21.26,20.25
627,haryana,Faridabad,SGWB,28.37557341,77.17646455,54.47192267445659,18.0,19.1,19.8,20.02,22.05,18.05,19.7,20.0,20.8,22.0
628,haryana,Karnal,SGWB,29.61091803,77.08758432,40.794293004663835,11.36,12.98,13.65,15.23,12.68,11.04,12.24,13.2,13.56,11.836360260572421
629,haryana,Kurukshetra,SGWB,29.95507747,76.49337192,72.34096227968308,31.4,32.9,35.12,36.68,38.05,33.7,34.1,35.68,38.24,40.02
630,haryana,Faridabad,SGWB,28.36701399,77.4728613,41.644104920601336,11.5,12.65,12.25,14.38,13.0,11.65,12.45,12.25,12.05,12.7
631,haryana,Palwal,SGWB,27.98,77.28,36.57920707989119,6.75,7.3,7.25,7.13,7.35,6.85,7.2,7.1,6.95,7.25
632,haryana,Kaithal ,SGWB,29.96327206,76.24483124,94.43303272797816,50.45,52.41,54.39,56.15,58.06,53.1,54.17,56.35,58.223,60.01
633,haryana,Mahendragarh,SGWB,27.91,76.11,59.29290784165184,53.6,34.6,35.6,36.6,24.35,33.7,33.6,35.6,19.9,22.25
634,haryana,Sirsa,SGWB,29.59778343,74.8176802,54.057122847801125,10.29,18.29,19.43,19.55,22.07,18.29,19.43,20.1,20.0,22.8
635,haryana,Gurugram,SGWB,28.31901383,77.08419328,57.58453884376173,21.0,24.3,24.28,24.43,25.85,22.67,24.05,24.35,24.75,25.65
636,haryana,Mahendragarh,SGWB,28.11040666,76.05688999,69.71066182369529,37.27,43.35,42.95,38.45,36.95,37.55,36.95,42.95,36.55,34.962113678994314
637,haryana,Yamuna Nagar,SGWB,30.0075,77.00361111,33.17234384595687,6.37,6.48,6.55,6.6,6.78,5.6,4.781385890475044,5.55,5.67,4.5
638,haryana,Bhiwani,SGWB,28.842,75.73899999999999,30.141674566806724,4.0,1.8,2.7,3.5,2.78,3.9,3.8,1.9,2.5,2.3
639,haryana,Sirsa,SGWB,29.51321662,74.68530205,73.55268550319285,28.96,30.48,31.81,41.9,43.6,30.48,31.81,32.3,42.1,44.61
640,haryana,Palwal,SGWB,28.10375448,77.42385803,55.22139587902517,21.4,21.85,22.5,22.8,23.5,21.35,22.25,22.65,21.6,22.95
641,haryana,Sirsa,SGWB,29.41072157,74.70444632,44.28295107778857,12.19,12.19,13.22,13.5,13.5,12.19,13.22,14.12,13.5,13.8
642,haryana,Yamuna Nagar,SGWB,31.0025,77.00444444,32.287671576823,5.61,5.99,6.07,6.11,6.22,5.7,4.662221052976488,5.62,5.1,4.05
643,haryana,Kurukshetra,SGWB,30.242781400000002,76.84578974,36.32212309901909,6.47,8.2,8.97,9.54,8.8,6.85,8.6,9.45,10.01,7.43
644,haryana,Kurukshetra,SGWB,30.24,76.85,66.28316756605787,32.0,32.6,33.3,34.98,35.72,32.7,33.4,33.96,35.0,34.84
645,haryana,Faridabad,SGWB,28.373,77.477,47.17041898944538,11.0,12.35,13.9,13.7,15.4,11.35,12.1,13.4,14.4,15.35
646,haryana,Sirsa,SGWB,29.46942289,74.74006785,70.73087391649612,29.37,31.14,33.1,33.18,35.5,31.31,32.45,34.65,33.4,36.22
647,haryana,Sirsa,SGWB,29.545976399999997,74.8586542,76.41180889369755,36.58,36.58,35.72,36.52,41.14,36.58,35.72,35.72,36.75,42.23
648,haryana,Gurugram,SGWB,28.30566174,76.69601347,70.65142432265134,30.6,31.35,31.4,31.4,35.95,30.75,31.4,31.5,31.0,35.35
649,haryana,Gurugram,SGWB,28.473254999999998,76.82654091,42.85666517218836,13.15,13.6,13.1,13.1,13.25,13.35,13.1,13.1,11.7,12.95
650,haryana,Kurukshetra,SGWB,29.97,76.65,69.10689880064255,29.0,30.97,32.58,33.98,35.3,31.2,32.47,33.0,35.96,37.1
651,haryana,Yamuna Nagar,SGWB,30.00333333,77.0025,35.629482926104735,7.35,7.37,7.43,7.45,7.6,7.15,5.97506817866282,6.7,6.35,6.75
652,haryana,Yamuna Nagar,SGWB,30.00333333,77.0025,39.13321692532008,12.4,12.07,12.13,12.15,12.27,12.3,10.325194940818157,10.7,10.5,10.35
653,haryana,Karnal,SGWB,29.6485424,77.10983052,37.670647591449615,8.74,10.01,10.7,11.7,8.95,8.27,9.75,10.51,10.83,8.96674534269503
654,haryana,Kaithal ,SGWB,29.65105284,76.46843381,49.29711691327331,14.83,16.1,16.9,17.91,18.02,15.9,17.6,17.1,18.25,18.8
655,haryana,Sirsa,SGWB,29.62594191,74.63221706,82.72541222522827,40.24,41.15,42.11,43.1,46.63,41.15,41.11,42.11,43.5,47.72
656,haryana,Bhiwani,SGWB,28.57744957,75.7391459,110.95425191499804,73.24,73.72,75.7,70.6,70.76,73.56,74.8,76.6,70.67,70.91
657,haryana,Karnal,SGWB,29.68856039,77.09478328,43.81269866436394,13.89,15.82,16.49,17.89,14.79,13.77,15.95,15.8,15.98,14.212563100422921
658,haryana,Kurukshetra,SGWB,30.17148946,76.77700524,86.22482597595247,43.15,45.14,47.6,49.18,51.83,43.85,46.32,48.15,49.4,50.03
659,haryana,Faridabad,SGWB,28.412,77.399,56.43159380031655,20.2,21.55,22.1,22.35,23.85,20.6,21.85,22.4,22.6,24.1
660,haryana,Palwal,SGWB,28.15825827,77.35016572,38.253493600268115,7.4,7.95,8.1,8.15,8.6,7.3,8.1,7.85,8.05,8.4
661,haryana,Bhiwani,SGWB,28.45,75.94,114.53053200776478,74.42,74.8,77.5,79.4,78.72,74.58,76.2,78.6,78.98,77.78
662,haryana,Mahendragarh,SGWB,28.29155152,76.27995315,82.83366410192399,45.6,46.8,46.0,49.0,51.0,46.0,45.5,46.0,48.5,50.5
663,haryana,Mahendragarh,SGWB,28.27757818,76.27747751,72.82327128500003,37.2,38.9,38.0,40.0,41.5,38.0,37.5,38.0,39.0,41.0
664,haryana,Palwal,SGWB,27.93682564,77.27414830000001,41.31977384742699,9.45,10.0,10.3,10.35,11.3,9.4,10.15,10.2,10.8,11.15
665,haryana,Mahendragarh,SGWB,27.91888998,76.11815683,85.05034471928313,52.1,51.72,51.56,53.75,52.85,51.6,51.58,51.56,52.9,52.95
666,haryana,Fatehabad,SGWB,29.61,75.89,38.60141715920291,9.2,8.47,8.22,7.32,8.69,8.42,7.87,8.32,8.22,8.92
667,haryana,Gurugram,SGWB,28.273000000000003,76.741,81.24641768164538,30.1,40.2,41.25,40.25,40.9,30.8,40.5,40.85,39.75,40.45
668,haryana,Sirsa,SGWB,29.50064134,74.74819681,70.64656295176734,32.01,33.53,34.41,35.4,36.57,33.53,34.41,34.41,35.4,37.72
669,haryana,Mahendragarh,SGWB,28.04334614,76.11209943,42.81600761106331,15.2,15.3,15.6,14.05,13.7,14.65,13.85,15.6,12.7,12.25
670,haryana,Panipat,SGWB,29.26860849,76.95882161,53.77672306686095,17.97,19.26,19.77,21.36,21.7,18.77,18.92,20.17,20.7,23.05
671,haryana,Karnal,SGWB,29.68456971,77.11405612,41.64118892562368,11.13,13.06,13.69,15.2,12.55,10.38,13.04,12.87,14.52,12.229662313692605
672,haryana,Sirsa,SGWB,29.51732644,74.83554808,73.37863552539916,32.01,33.53,34.4,35.6,38.7,33.53,34.4,34.4,35.9,39.4
673,haryana,Gurugram,SGWB,28.27036925,77.15648778,54.64633291603211,21.2,22.35,22.4,22.4,23.25,21.35,22.4,22.65,22.1,22.85
674,haryana,Mahendragarh,SGWB,27.89423391,76.10878266,106.37597703259057,59.65,60.34,69.03,67.5,67.7,60.7,60.18,69.03,68.6,67.0
675,haryana,Bhiwani,SGWB,28.77415419,75.94593192,47.54872270945256,20.95,21.1,21.17,21.6,20.56,21.5,21.3,20.9,21.1,18.9
676,haryana,Bhiwani,SGWB,28.77327392,75.916863,49.70568341186231,19.85,19.55,19.3,19.8,20.08,19.55,19.5,19.1,19.3,19.65
677,haryana,Mahendragarh,SGWB,28.17312509,76.11121347,158.96334794396114,96.7,98.5,110.5,112.0,112.0,97.1,100.0,110.5,110.0,111.0
678,haryana,Sirsa,SGWB,29.40893007,74.59434940000001,41.96248174066073,14.1,8.9,9.5,11.6,11.91,8.75,10.0,10.35,13.1,12.3
679,haryana,Bhiwani,SGWB,28.67940716,75.73349641,90.25580663186572,53.86,52.32,54.4,55.15,55.18,54.0,53.3,55.1,53.38,55.4
680,haryana,Mahendragarh,SGWB,28.0718691,76.13411054,37.81014216803618,14.2,14.25,11.2,13.25,13.0,12.1,12.05,11.2,10.15,9.7
681,haryana,Sirsa,SGWB,29.49221974,74.89243818,76.47136971089769,31.11,33.53,31.7,32.9,40.29,32.63,32.63,31.73,33.0,41.03
682,haryana,Kurukshetra,SGWB,30.18797619,76.92818034,83.06575217499297,42.6,42.7,44.07,45.66,48.12,44.0,43.5,44.65,47.6,50.09
683,haryana,Faridabad,SGWB,28.32,77.41,46.766767151162256,13.2,14.4,14.95,15.05,15.5,13.35,14.8,14.95,14.4,15.3
684,haryana,Bhiwani,SGWB,28.57,75.672,122.19928713848448,81.49,81.04,83.04,84.64,84.71,81.6,81.94,83.94,84.0,84.86
685,haryana,Mahendragarh,SGWB,28.33369508,76.13727035,71.13845104552423,34.25,34.8,35.8,37.5,39.0,34.3,35.5,35.8,37.2,38.0
686,haryana,Faridabad,CGWB,28.37277778,77.24861111,39.0,25.06,17.05,28.640187976756216,29.0,38.72,28.66,31.0,30.971650673514347,28.6,38.5
687,haryana,Rewari,SGWB,28.15795723,76.45401417,85.63115503706472,50.4,50.75,50.75,52.25,52.75,50.65,51.5,51.25,51.75,52.25
688,haryana,Palwal,SGWB,28.15244671,77.31837096,37.69143506016486,6.6,7.35,7.32,7.44,8.1,6.7,7.4,7.27,7.32,7.95
689,haryana,Gurugram,SGWB,28.318,76.89699999999999,85.52641594863172,42.6,45.55,47.9,47.05,48.2,43.0,46.75,45.6,46.7,47.65
690,haryana,Fatehabad,SGWB,29.57129424,75.84369129999999,45.38418159792226,12.5,13.0,12.8,12.0,13.78,12.0,12.5,13.0,12.9,14.2
691,haryana,Panipat,SGWB,29.30698045,77.0240868,69.09550862851542,35.64,36.43,36.54,37.67,38.28,35.32,35.62,35.66,35.97,36.43
692,haryana,Bhiwani,SGWB,28.80198667,75.80854454,45.954552248264505,14.65,15.13,15.4,16.7,17.1,15.13,15.0,14.7,17.0,16.95
693,haryana,Gurugram,SGWB,28.35,76.75,73.37235641009124,38.45,39.0,39.0,40.0,40.85,38.6,39.5,39.73,39.78,40.62
694,haryana,Mahendragarh,SGWB,28.32062546,76.21898656,61.291016101868706,29.5,32.1,30.3,29.8,31.3,31.5,29.8,30.3,29.3,30.8
695,haryana,Sirsa,SGWB,29.48861035,74.74865232,73.43195959174946,30.48,35.06,35.88,36.5,38.5,33.53,35.88,36.75,36.5,39.02
696,haryana,Panipat,SGWB,29.20224507,77.02309143,69.8169915834932,31.46,33.05,33.36,34.63,36.2,32.41,32.86,32.87,35.65,37.65
697,haryana,Bhiwani,SGWB,28.65551398,75.58981679,93.1044187112578,55.67,56.98,57.2,59.3,59.6,56.82,57.1,58.0,59.39,59.96
698,haryana,Kaithal ,SGWB,30.000999999999998,76.34,81.08181684892432,40.3,41.6,43.32,45.04,47.05,41.5,43.33,44.37,46.89,47.358000000000004
699,haryana,Palwal,SGWB,28.13117371,77.40207365,57.1243702791301,20.15,20.65,21.92,21.75,23.8,20.22,21.3,22.23,21.32,23.6
700,haryana,Sirsa,SGWB,29.63374692,74.90616772,38.756967591992066,17.28,18.2,18.2,19.0,12.19,17.28,19.81,18.2,19.0,12.89
701,haryana,Kurukshetra,SGWB,29.975987300000003,76.5800531,77.07611645959061,38.65,40.14,42.07,43.68,44.03,40.0,41.3,42.68,45.61,44.8
702,haryana,Palwal,SGWB,28.068044300000004,77.32490772,41.31528620351259,9.85,10.45,10.7,10.75,11.2,9.95,10.6,10.7,10.2,11.0
703,haryana,Palwal,SGWB,28.002317699999995,77.3957148,37.25338399117393,5.75,6.6,7.1,7.15,7.35,5.7,6.7,6.9,6.95,7.25
704,haryana,Bhiwani,SGWB,28.89033547,75.82064914,40.799544586756454,12.8,13.12,13.02,13.1,12.08,12.4,12.52,12.4,12.0,11.5
705,haryana,Sirsa,SGWB,29.41597285,74.74549640000001,65.93687602200623,19.81,21.34,22.5,22.8,25.8,21.34,22.5,23.35,13.0,26.07
706,haryana,Bhiwani,SGWB,28.6158054,75.89462368,65.0414740924402,30.5,31.0,32.0,33.2,33.25,30.66,31.7,32.5,33.17,33.17
707,haryana,Palwal,SGWB,28.12068587,77.13395249,30.91253734659676,1.6,2.05,1.9,1.92,2.3,1.68,1.85,1.65,1.8,2.25
708,haryana,Mahendragarh,SGWB,28.0777049,76.2632124,103.9558473665599,61.4,63.5,64.3,71.8,71.5,62.0,64.0,64.3,70.5,71.0
709,haryana,Karnal,SGWB,29.716071399999997,76.93471444,50.17804227495304,15.96,17.18,17.25,18.9,22.1,15.07,16.35,16.6,18.58,18.368163671730777
710,haryana,Gurugram,SGWB,28.39,77.1,61.4036737498612,32.0,30.1,30.5,30.65,31.4,32.1,30.56,31.1,30.4,30.8
711,haryana,Yamuna Nagar,SGWB,30.00055556,77.0025,44.35392605554709,16.59,16.65,16.76,16.78,16.93,16.69,15.009204077714857,15.63,15.03,14.88
712,haryana,Mahendragarh,SGWB,28.07123757,76.06691041,62.81327558869637,31.85,34.5,35.0,36.0,34.2,33.05,33.5,35.0,34.0,32.0
713,haryana,Palwal,SGWB,28.100562,77.46143498,53.33636988826533,19.0,19.45,20.05,20.3,21.55,19.05,19.45,20.2,19.65,21.4
714,haryana,Gurugram,SGWB,28.33088753,77.03999856,68.23455878028012,33.1,34.1,34.85,34.82,35.5,33.27,34.5,35.3,34.8,35.05
715,haryana,Kaithal ,SGWB,29.56499104,76.48203908,46.315517837869464,14.1,15.8,16.55,17.52,17.16,14.7,16.3,16.6,18.46,16.75
716,haryana,Rewari,SGWB,28.19360177,76.51086498,54.46748434185514,23.95,24.3,24.4,21.65,22.2,24.15,24.35,24.5,21.2,21.85
717,haryana,Gurugram,SGWB,28.34476403,76.71254833,60.530524324585386,27.0,27.75,27.35,28.05,28.1,25.9,28.95,27.43,27.4,27.75
718,haryana,Panipat,SGWB,29.18369734,77.11029439,49.581900020706854,13.16,14.57,15.6,16.97,18.31,13.6,14.83,14.98,16.09,17.85
719,haryana,Kurukshetra,SGWB,30.00273816,76.72013494,66.36354740203652,27.6,29.1,31.0,32.69,33.8,29.1,30.75,31.65,34.29,34.4
720,haryana,Kurukshetra,SGWB,30.0792641,76.86322002,80.17953116683448,39.1,41.03,44.3,45.81,45.31,41.8,42.96,44.87,45.88,46.71
721,haryana,Karnal,SGWB,29.7890336,76.98017142,41.092278698181346,8.57,9.37,10.01,11.5,12.7,7.11,9.47,9.4,10.42,9.724869320007947
722,haryana,Palwal,SGWB,27.95,77.47,50.404244173855695,17.5,18.1,18.5,18.6,19.35,17.4,18.1,18.65,18.15,19.0
723,haryana,Mahendragarh,SGWB,28.07038638,76.32264532,115.42666967098252,72.6,74.5,75.3,78.5,79.5,73.3,75.0,75.3,78.0,79.0
724,haryana,Sirsa,SGWB,29.63787859,74.72280363,85.69745828277554,42.53,45.33,47.83,49.03,51.38,45.43,46.17,48.33,51.7,51.98
725,haryana,Karnal,SGWB,29.62270502,77.00585797,50.396538151740245,19.85,21.83,22.35,23.14,20.41,19.67,21.32,21.8,22.49,20.510228679253398
726,haryana,Fatehabad,SGWB,29.634,75.685,88.90236567381504,49.2,51.0,52.0,54.0,54.3,49.6,51.5,52.5,55.2,55.1
727,haryana,Kaithal ,SGWB,30.11550892,76.43927861,70.04513641726754,30.2,32.19,34.21,35.99,38.01,32.2,32.1,35.14,37.8,38.25
728,haryana,Kurukshetra,SGWB,30.17012417,76.91638596,84.0908525387969,41.3,41.8,43.5,44.96,47.92,42.3,42.1,43.95,46.53,49.87
729,haryana,Palwal,SGWB,28.10227573,77.32203037,42.423304640247906,11.0,11.7,11.85,11.98,12.6,11.2,11.5,12.05,11.72,12.35
730,haryana,Kaithal ,SGWB,29.99505475,76.3961214,68.44993615126435,31.4,33.0,35.2,36.87,38.6,33.4,33.65,36.15,38.64,37.1
731,haryana,Gurugram,SGWB,28.34658879,77.09774221,52.90718979921341,19.05,19.8,20.15,20.35,21.6,19.0,20.0,20.5,20.3,21.15
732,haryana,Bhiwani,SGWB,28.79761807,75.96365136,28.8086794307252,1.5,1.5,1.4,2.5,2.28,2.6,1.3,1.4,1.5,1.98
733,haryana,Bhiwani,SGWB,28.750524,75.732588,46.19038219346041,17.0,16.83,17.4,17.3,16.27,16.25,16.4,17.32,16.3,15.9
734,haryana,Kaithal ,SGWB,29.56109568,76.41473425,46.45994007125219,13.9,15.5,15.9,17.31,17.05,15.0,15.9,16.2,16.85,16.9
735,haryana,Yamuna Nagar,SGWB,30.00638889,77.00361111,32.19468198859046,7.47,7.42,7.58,6.65,6.81,7.28,5.977432941425784,6.08,6.17,3.95
736,haryana,Yamuna Nagar,SGWB,30.00638889,77.00361111,33.60339056924093,6.77,6.85,6.97,7.0,7.15,5.9,5.2183571427298405,6.07,6.09,4.8
737,haryana,Gurugram,SGWB,28.45618588,76.90396748,53.0894314289234,19.05,21.95,21.4,21.85,21.55,19.15,21.0,20.55,20.2,21.18
738,haryana,Bhiwani,SGWB,28.86099312,75.95729926,30.252430744508416,4.65,4.68,4.2,3.65,2.88,4.3,3.8,2.85,2.85,2.2
739,haryana,Faridabad,SGWB,28.31496621,77.47085224,52.91236515344328,21.5,22.1,22.6,23.55,22.1,21.55,22.4,22.75,20.9,21.75
740,haryana,Mahendragarh,SGWB,27.870281,76.07027434,66.2880822838522,36.65,36.4,35.95,36.6,35.5,36.4,35.05,35.95,29.25,32.8
741,haryana,Kurukshetra,SGWB,30.01460219,76.54842566,77.236968649712,34.1,36.09,38.02,39.87,41.86,36.2,37.56,38.87,41.48,43.8
742,haryana,Faridabad,SGWB,28.3,77.25,30.512609728009352,2.7,2.75,1.7,2.75,3.35,2.78,1.75,1.1,2.35,3.25
743,haryana,Yamuna Nagar,SGWB,30.0075,77.00388889,38.52275683953562,7.42,7.62,8.12,8.62,9.12,7.12,6.340702442011695,7.12,7.62,8.87
