Sl. No.,State,District,Block,Village,TYPE,SOURCE,Site_Name,Latitude,Longitude,Well Depth,Aquifier,Level Depth Ratio,Pre_2015,Pst_2015,Pre_2016,Pst_2016,Pre_2017,Pst_2017,Pre_2018,Pst_2018,Pre_2019,Pst_2019,Final Count,Pre Diff 19 15,Pst Diff 19 15,Diff 2015,Diff 2016,Diff 2017,Diff 2018,Diff 2019,Avg Diff,Avg Pre,Avg Post ,Avg Level,Sign Diff 15,Sign Diff 16,Sign Diff 17,Sign Diff 18,Sign Diff 19,Sum Signed Diff
1257,Madhya Pradesh,Panna,Ajaygarh,Krishanpur,Dug wells,SGWB,Krishanpur,24.74270917,80.25833861,8.6,Phreatic/Granite,0.7595930233,7.15,6.72,8.6,4.8,8.6,6.13,7.6,4.755,7.4,3.57,10,0.25,-3.15,-0.43,-3.8,-2.47,-2.845,-3.83,-2.68,7.87,5.20,6.53,-1,-1,-1,-1,-1,-5
1258,Madhya Pradesh,Panna,Ajaygarh,Deogaon,Dug wells,SGWB,Deogaon,24.93458556,80.3135325,11.9,Phreatic/Granite,0.651512605,9.23,8.28,10.8,3.6,7.5,6.52,10.65,6.6,11.3,3.05,10,2.07,-5.23,-0.95,-7.2,-0.98,-4.05,-8.25,-4.29,9.90,5.61,7.75,-1,-1,-1,-1,-1,-5
1259,Madhya Pradesh,Panna,Ajaygarh,Kunwarpur,Dug wells,SGWB,Kunwarpur,24.88675028,80.1906475,10.25,Phreatic/Granite,0.7724878049,8.15,7.65,8.8,6.53,8.45,7.4,10.25,6.5,10.25,5.2,10,2.1,-2.45,-0.5,-2.27,-1.05,-3.75,-5.05,-2.52,9.18,6.66,7.92,-1,-1,-1,-1,-1,-5
1260,Madhya Pradesh,Panna,Ajaygarh,Bariyarpur,Dug wells,SGWB,Bariyarpur,24.85448583,80.10011111,12.8,Phreatic/Granite,0.750625,11.05,8.7,11.8,5.95,11.52,8.85,12.8,8,12.8,4.61,10,1.75,-4.09,-2.35,-5.85,-2.67,-4.8,-8.19,-4.77,11.99,7.22,9.61,-1,-1,-1,-1,-1,-5
1261,Madhya Pradesh,Panna,Ajaygarh,Khora Sarwansi,Dug wells,SGWB,Khora Sarwansi,25.01888889,80.42611111,17.4,Phreatic/Granite,0.8872126437,,,15.8,13.9,15.2,15.15,16.35,15.55,16.7,14.85,8,,,,-1.9,-0.05,-0.8,-1.85,-1.15,16.01,14.86,15.44,0,-1,-1,-1,-1,-4
1262,Madhya Pradesh,Panna,Ajaygarh,Sahpura,Dug wells,SGWB,Sahpura,24.9519325,80.33009611,17.4,Phreatic/Granite,0.7568965517,,,14.3,11.45,12.48,12,14.03,13.95,15,12.15,8,,,,-2.85,-0.48,-0.08,-2.85,-1.57,13.95,12.39,13.17,0,-1,-1,-1,-1,-4
1263,Madhya Pradesh,Panna,Ajaygarh,Saliya,Dug wells,SGWB,Saliya,24.10380944,80.29971472,9.1,Phreatic/Granite,0.5938186813,,,7.45,2.5,6.03,4.75,7.2,3.77,8.9,2.63,8,,,,-4.95,-1.28,-3.43,-6.27,-3.98,7.40,3.41,5.40,0,-1,-1,-1,-1,-4
1264,Madhya Pradesh,Panna,Ajaygarh,Dewra Bhapatpur,Dug wells,SGWB,Dewra Bhapatpur,24.82730444,80.10737444,10.4,Phreatic/Granite,0.6640865385,,,9.4,4.35,9.29,4.65,9.3,4.71,9.53,4.022,8,,,,-5.05,-4.64,-4.59,-5.508,-4.95,9.38,4.43,6.91,0,-1,-1,-1,-1,-4
1265,Madhya Pradesh,Panna,Ajaygarh,Chhateni,Dug wells,SGWB,Chhateni,24.8942375,80.34992833,18.2,Phreatic/Granite,0.793956044,,,17.2,12.7,15.15,13.8,15.25,13.8,15.35,12.35,8,,,,-4.5,-1.35,-1.45,-3,-2.58,15.74,13.16,14.45,0,-1,-1,-1,-1,-4
1266,Madhya Pradesh,Panna,Ajaygarh,Sinhai,Dug wells,SGWB,Sinhai,24.91318972,80.21358806,7.5,Phreatic/Granite,0.5683333333,,,6.55,2.9,4.6,3.38,5.9,3.3,4.97,2.5,8,,,,-3.65,-1.22,-2.6,-2.47,-2.49,5.51,3.02,4.26,0,-1,-1,-1,-1,-4
1267,Madhya Pradesh,Sagar,Sagar,Karraphur,Dug wells,SGWB,Karraphur,23.94105806,78.86174611,17.3,Phreatic/Sandstone,0.361849711,7.65,6.9,10.2,3.95,8.1,3.2,7.65,5.45,7.4,2.1,10,-0.25,-4.8,-0.75,-6.25,-4.9,-2.2,-5.3,-3.88,8.20,4.32,6.26,-1,-1,-1,-1,-1,-5
1268,Madhya Pradesh,Sagar,Sagar,Shahpur,Dug wells,SGWB,Shahpur,23.89361111,79.05166667,19.3,Phreatic/Sandstone,0.5551813472,11.75,9.2,15.5,7.55,12.7,7.6,14.45,8.35,14.25,5.8,10,2.5,-3.4,-2.55,-7.95,-5.1,-6.1,-8.45,-6.03,13.73,7.70,10.72,-1,-1,-1,-1,-1,-5
1269,Madhya Pradesh,Sagar,Sagar,Sagar,Dug wells,SGWB,Sagar,23.83361111,78.76361111,13.8,Phreatic/Sandstone,0.2425362319,3.9,2.8,3.55,3.1,3.9,2.98,3.61,2.9,3.73,3,10,-0.17,0.2,-1.1,-0.45,-0.92,-0.71,-0.73,-0.78,3.74,2.96,3.35,-1,-1,-1,-1,-1,-5
1270,Madhya Pradesh,Sagar,Sagar,Parsoriya,Dug wells,SGWB,Parsoriya,23.85466389,78.93137722,20.85,Phreatic/Basalt,0.5287769784,14.5,9.75,18.45,5.5,7.25,7.6,16.6,8.3,16.8,5.5,10,2.3,-4.25,-4.75,-12.95,0.35,-8.3,-11.3,-7.39,14.72,7.33,11.03,-1,-1,1,-1,-1,-3
1271,Madhya Pradesh,Sagar,Sagar,Girwar,Dug wells,SGWB,Girwar,23.82728194,78.95476417,13.5,Phreatic/Sandstone,0.3298518519,5.7,4.55,6.5,2.98,5.2,3,5.25,4.55,5.1,1.7,10,-0.6,-2.85,-1.15,-3.52,-2.2,-0.7,-3.4,-2.19,5.55,3.36,4.45,-1,-1,-1,-1,-1,-5
1272,Madhya Pradesh,Sagar,Sagar,Lidhorakhuurd,Dug wells,SGWB,Lidhorakhuurd,23.85057306,78.87989528,8.25,Phreatic/Basalt,0.6010909091,5.6,4.85,6.9,2.48,5.6,3.68,6.13,4.35,6.2,3.8,10,0.6,-1.05,-0.75,-4.42,-1.92,-1.78,-2.4,-2.25,6.09,3.83,4.96,-1,-1,-1,-1,-1,-5
1273,Madhya Pradesh,Sagar,Sagar,Bamhori Bika,Dug wells,SGWB,Bamhori Bika,23.78256861,78.80847361,12,Phreatic/Basalt,0.6508333333,9.7,6.5,11.8,3.6,10.9,5,11.5,5.3,11.2,2.6,10,1.5,-3.9,-3.2,-8.2,-5.9,-6.2,-8.6,-6.42,11.02,4.60,7.81,-1,-1,-1,-1,-1,-5
1274,Madhya Pradesh,Sagar,Sagar,Dhana,Dug wells,SGWB,Dhana,23.74659917,78.86754806,9.1,Phreatic/Basalt,0.4815384615,5.1,4.6,6.5,2.57,5.25,3.05,5.35,3.8,5.3,2.3,10,0.2,-2.3,-0.5,-3.93,-2.2,-1.55,-3,-2.24,5.50,3.26,4.38,-1,-1,-1,-1,-1,-5
1275,Madhya Pradesh,Sagar,Sagar,Baroda Rehli,Dug wells,SGWB,Baroda Rehli,23.71082556,78.91420028,6.7,Phreatic/Basalt,0.5589552239,6.1,3.4,6.3,0.9,5.4,1.4,6.4,1.1,5.7,0.75,10,-0.4,-2.65,-2.7,-5.4,-4,-5.3,-4.95,-4.47,5.98,1.51,3.75,-1,-1,-1,-1,-1,-5
1276,Madhya Pradesh,Sagar,Sagar,Surkhi,Dug wells,SGWB,Surkhi,23.62916694,78.83392889,11.6,Phreatic/Basalt,0.5478448276,8.1,7,8.75,4.25,8.1,3.8,8.8,5.15,8.2,1.4,10,0.1,-5.6,-1.1,-4.5,-4.3,-3.65,-6.8,-4.07,8.39,4.32,6.36,-1,-1,-1,-1,-1,-5
1277,Madhya Pradesh,Sagar,Sagar,Pathariya Hat,Dug wells,SGWB,Pathariya Hat,23.71082556,78.91420028,6.8,Preatic/Basalt,0.6089705882,5.2,3.1,6.5,3.55,5.45,3.1,4.36,3.5,4.45,2.2,10,-0.75,-0.9,-2.1,-2.95,-2.35,-0.86,-2.25,-2.10,5.19,3.09,4.14,-1,-1,-1,-1,-1,-5
1278,Madhya Pradesh,Sagar,Sagar,Persoriya,Piezometers,SGWB,Persoriya,23.85466389,78.93137722,90,Phreatic/Basalt,0.2826555556,39.3,21.1,57.05,6.2,33,5.09,39.8,5.55,44.3,3,10,5,-18.1,-18.2,-50.85,-27.91,-34.25,-41.3,-34.50,42.69,8.19,25.44,-1,-1,-1,-1,-1,-5
1279,Madhya Pradesh,Tikamgarh,Baldevgarh,Bhelsi,Dug wells,SGWB,Bhelsi,24.78755806,79.12679667,9.8,Archean/Granite,0.7137755102,5.6,5.3,9.25,6.65,9.4,6.75,9.15,4.85,9.5,3.5,10,3.9,-1.8,-0.3,-2.6,-2.65,-4.3,-6,-3.17,8.58,5.41,7.00,-1,-1,-1,-1,-1,-5
1280,Madhya Pradesh,Tikamgarh,Baldevgarh,Baldeogarh,Dug wells,SGWB,Baldeogarh,24.76222222,79.07222222,14.5,Archean/Granite,0.384137931,7.6,5.75,7.2,3.85,7.95,3.7,7.2,3.05,6.5,2.9,10,-1.1,-2.85,-1.85,-3.35,-4.25,-4.15,-3.6,-3.44,7.29,3.85,5.57,-1,-1,-1,-1,-1,-5
1281,Madhya Pradesh,Tikamgarh,Baldevgarh,Khargapur,Dug wells,SGWB,Khargapur,24.83111111,79.14277778,13.15,Archean/Granite,0.5313307985,8.05,6.95,9.4,4.25,7.95,6.4,9.62,5.25,9.05,2.95,10,1,-4,-1.1,-5.15,-1.55,-4.37,-6.1,-3.65,8.81,5.16,6.99,-1,-1,-1,-1,-1,-5
1282,Madhya Pradesh,Tikamgarh,Baldevgarh,Chandpura,Dug wells,SGWB,Chandpura,24.81933083,79.19078694,13.5,Phreatic/Granite,0.7522222222,11.2,7.7,13,7.75,12.9,10.7,13,7.6,13.1,4.6,10,1.9,-3.1,-3.5,-5.25,-2.2,-5.4,-8.5,-4.97,12.64,7.67,10.16,-1,-1,-1,-1,-1,-5
1283,Madhya Pradesh,Tikamgarh,Baldevgarh,Deri,Dug wells,SGWB,Deri,24.896945,79.25843889,13.6,Phreatic/Granite,0.5476470588,7.3,6.45,10,4.6,9.1,6.2,9.68,6.05,11.4,3.7,10,4.1,-2.75,-0.85,-5.4,-2.9,-3.63,-7.7,-4.10,9.50,5.40,7.45,-1,-1,-1,-1,-1,-5
1284,Madhya Pradesh,Tikamgarh,Baldevgarh,Phuter,Dug wells,SGWB,Phuter,24.86389194,79.16717361,12.6,Phreatic/Granite,0.6571428571,8.5,7.85,12,6.2,8.3,8.05,11.9,5.6,12,2.4,10,3.5,-5.45,-0.65,-5.8,-0.25,-6.3,-9.6,-4.52,10.54,6.02,8.28,-1,-1,-1,-1,-1,-5
1285,Madhya Pradesh,Tikamgarh,Baldevgarh,Shivnagar,Dug wells,SGWB,Shivnagar,24.87437667,79.18853722,9,Phreatic/Granite,0.7916666667,,,9,5.3,9,7.85,9,5.15,9,2.7,8,,,,-3.7,-1.15,-3.85,-6.3,-3.75,9.00,5.25,7.13,0,-1,-1,-1,-1,-4
1286,Madhya Pradesh,Tikamgarh,Baldevgarh,Hirapur,Dug wells,SGWB,Hirapur,24.76747556,79.251945,12.5,Phreatic/Granite,0.64048,8.8,7.9,11,4.4,10.26,9.6,11.4,3.3,10.3,3.1,10,1.5,-4.8,-0.9,-6.6,-0.66,-8.1,-7.2,-4.69,10.35,5.66,8.01,-1,-1,-1,-1,-1,-5
1287,Madhya Pradesh,Tikamgarh,Baldevgarh,Kharila,Dug wells,SGWB,Kharila,24.67796583,79.27945056,8.4,Phreatic/Granite,0.7005952381,7,6.9,7.35,4.4,7.55,3.65,7.1,2.65,6.35,5.9,10,-0.65,-1,-0.1,-2.95,-3.9,-4.45,-0.45,-2.37,7.07,4.70,5.89,-1,-1,-1,-1,-1,-5
1288,Madhya Pradesh,Tikamgarh,Baldevgarh,Khera,Dug wells,SGWB,Khera,24.88111333,79.20553194,12.8,Phreatic/Granite,0.644921875,11.75,11.05,11.55,6.9,11,3.55,10.25,2.85,11.65,2,10,-0.1,-9.05,-0.7,-4.65,-7.45,-7.4,-9.65,-5.97,11.24,5.27,8.26,-1,-1,-1,-1,-1,-5
1289,Madhya Pradesh,Tikamgarh,Baldevgarh,Kudila,Dug wells,SGWB,Kudila,24.80778167,79.22317667,11.2,Phreatic/Granite,0.8232142857,10.65,10,10.5,6.3,10.1,9.5,10.5,7.4,10.2,7.05,10,-0.45,-2.95,-0.65,-4.2,-0.6,-3.1,-3.15,-2.34,10.39,8.05,9.22,-1,-1,-1,-1,-1,-5
1290,Madhya Pradesh,Tikamgarh,Baldevgarh,Ladwari,Dug wells,SGWB,Ladwari,25.20610667,78.71967611,12.3,Phreatic/Granite,0.693495935,10.2,7.8,11.05,5.6,10.75,8.6,11.2,5.85,11,3.25,10,0.8,-4.55,-2.4,-5.45,-2.15,-5.35,-7.75,-4.62,10.84,6.22,8.53,-1,-1,-1,-1,-1,-5
1291,Madhya Pradesh,Tikamgarh,Baldevgarh,Darguwan,Dug wells,SGWB,Darguwan,24.72944417,79.20324972,7.8,Phreatic/Granite,0.5779487179,5.2,4,6.9,3.45,5.3,3.75,6.88,1.5,7.1,1,10,1.9,-3,-1.2,-3.45,-1.55,-5.38,-6.1,-3.54,6.28,2.74,4.51,-1,-1,-1,-1,-1,-5
1292,Madhya Pradesh,Tikamgarh,Baldevgarh,Patori,Dug wells,SGWB,Patori,24.69046806,79.23897083,8.6,Phreatic/Granite,0.8441860465,9.2,7.7,8.6,6.5,8.5,8.3,8.6,4.5,8.6,2.1,10,-0.6,-5.6,-1.5,-2.1,-0.2,-4.1,-6.5,-2.88,8.70,5.82,7.26,-1,-1,-1,-1,-1,-5
1293,Madhya Pradesh,Tikamgarh,Baldevgarh,Sijaura,Dug wells,SGWB,Sijaura,24.85722222,79.10638889,16.7,Phreatic/Granite,0.6373053892,13.3,8.9,14.9,6.9,12.1,10.4,14.68,6.55,13.7,5,10,0.4,-3.9,-4.4,-8,-1.7,-8.13,-8.7,-6.19,13.74,7.55,10.64,-1,-1,-1,-1,-1,-5
1294,Madhya Pradesh,Tikamgarh,Baldevgarh,Surajpur (Dudiyan Khera),Dug wells,SGWB,Surajpur (Dudiyan Khera),25.21818306,78.65358667,5.9,Phreatic/Granite,0.7486440678,6.65,4.5,5.25,3.5,5.45,4.45,5.92,2.65,5.6,0.2,10,-1.05,-4.3,-2.15,-1.75,-1,-3.27,-5.4,-2.71,5.77,3.06,4.42,-1,-1,-1,-1,-1,-5
1295,Madhya Pradesh,Tikamgarh,Baldevgarh,Deri,Piezometers,SGWB,Deri,24.896945,79.25843889,40,Phreatic/Granite,0.22,11,10.5,12.8,4.9,9.55,6.1,13.05,6,11.6,2.5,10,0.6,-8,-0.5,-7.9,-3.45,-7.05,-9.1,-5.60,11.60,6.00,8.80,-1,-1,-1,-1,-1,-5
1296,Madhya Pradesh,Tikamgarh,Baldevgarh,Kudila,Piezometers,SGWB,Kudila,24.80778167,79.22317667,45,Phreatic/Granite,0.2186666667,9.55,7.8,15.5,8.3,10.2,8.9,16.2,4.15,13.6,4.2,10,4.05,-3.6,-1.75,-7.2,-1.3,-12.05,-9.4,-6.34,13.01,6.67,9.84,-1,-1,-1,-1,-1,-5
1297,Madhya Pradesh,Tikamgarh,Baldevgarh,Patori Jagir,Piezometers,SGWB,Patori Jagir,24.69046806,79.23897083,45,Phreatic/Granite,0.2238222222,11.45,8.5,15,5.6,10.72,10,15.1,5.65,15,3.7,10,3.55,-4.8,-2.95,-9.4,-0.72,-9.45,-11.3,-6.76,13.45,6.69,10.07,-1,-1,-1,-1,-1,-5
1298,Madhya Pradesh,Tikamgarh,Palera,Kharon,Dug wells,SGWB,Kharon,25.14460111,78.92537722,12.8,Phreatic/Granite,0.59296875,10.35,8.2,11.8,3.85,7.45,6.8,11.8,3.35,9.3,3,10,-1.05,-5.2,-2.15,-7.95,-0.65,-8.45,-6.3,-5.10,10.14,5.04,7.59,-1,-1,-1,-1,-1,-5
1299,Madhya Pradesh,Tikamgarh,Palera,Bamhori Kala,Dug wells,SGWB,Bamhori Kala,25.14091361,79.09290722,17.2,Phreatic/Granite,0.7474563953,,,16.1,11,16.05,15.6,16.6,6.4,15,6.1,8,,,,-5.1,-0.45,-10.2,-8.9,-6.16,15.94,9.78,12.86,0,-1,-1,-1,-1,-4
1300,Madhya Pradesh,Tikamgarh,Palera,Kachora,Dug wells,SGWB,Kachora,25.08126556,79.18642972,9.6,Phreatic/Granite,0.690625,9.6,8.75,9.5,3.6,7.9,3.85,9.6,3.6,9.6,0.3,10,0,-8.45,-0.85,-5.9,-4.05,-6,-9.3,-5.22,9.24,4.02,6.63,-1,-1,-1,-1,-1,-5
1301,Madhya Pradesh,Tikamgarh,Palera,Karaula,Dug wells,SGWB,Karaula,25.10088972,79.32247222,10.65,Phreatic/Granite,0.6985915493,8.7,8.3,8.95,6.2,8.65,8.3,10.05,2.9,10.2,2.15,10,1.5,-6.15,-0.4,-2.75,-0.35,-7.15,-8.05,-3.74,9.31,5.57,7.44,-1,-1,-1,-1,-1,-5
1302,Madhya Pradesh,Tikamgarh,Palera,Sagarwara,Dug wells,SGWB,Sagarwara,25.05534417,79.02922389,8.2,Phreatic/Granite,0.9535060976,,,7.8,7.75,8.2,8.2,8.2,7.4,8.2,6.8,8,,,,-0.05,0,-0.8,-1.4,-0.56,8.10,7.54,7.82,0,-1,0,-1,-1,-3
1303,Madhya Pradesh,Tikamgarh,Palera,Barana,Dug wells,SGWB,Barana,25.05100306,79.12720389,12.4,Phreatic/Granite,0.6778225806,10.45,10.2,10.9,5.15,10,9.6,11.4,3.6,11,1.75,10,0.55,-8.45,-0.25,-5.75,-0.4,-7.8,-9.25,-4.69,10.75,6.06,8.41,-1,-1,-1,-1,-1,-5
1304,Madhya Pradesh,Tikamgarh,Palera,Palera,Dug wells,SGWB,Palera,25.01111111,79.24944444,12.45,Phreatic/Granite,0.6108433735,10.6,5.6,10.8,6.4,9,7.9,9.1,3.25,9.3,4.1,10,-1.3,-1.5,-5,-4.4,-1.1,-5.85,-5.2,-4.31,9.76,5.45,7.61,-1,-1,-1,-1,-1,-5
1305,Madhya Pradesh,Tikamgarh,Palera,Pali,Dug wells,SGWB,Pali,24.94786111,79.13147417,11.2,Phreatic/Granite,0.7361607143,11.2,9.3,11.2,3.6,10.6,8.5,11.2,3.5,11.2,2.15,10,0,-7.15,-1.9,-7.6,-2.1,-7.7,-9.05,-5.67,11.08,5.41,8.25,-1,-1,-1,-1,-1,-5
1306,Madhya Pradesh,Tikamgarh,Palera,Laroun,Dug wells,SGWB,Laroun,25.06084583,79.27601222,8.9,Phreatic/Granite,0.5213483146,8.2,6.1,6.25,1.4,6.7,2.4,6.95,1.2,7.1,0.1,10,-1.1,-6,-2.1,-4.85,-4.3,-5.75,-7,-4.80,7.04,2.24,4.64,-1,-1,-1,-1,-1,-5
1307,Madhya Pradesh,Tikamgarh,Palera,Rampura Nivawari,Dug wells,SGWB,Rampura Nivawari,24.933625,79.20816333,10,Phreatic/Granite,0.861875,,,9.9,8.9,9.7,8.8,10,5.95,10,5.7,8,,,,-1,-0.9,-4.05,-4.3,-2.56,9.90,7.34,8.62,0,-1,-1,-1,-1,-4
1308,Madhya Pradesh,Tikamgarh,Palera,Sanjay Nagar,Dug wells,SGWB,Sanjay Nagar,25.04083333,79.18666667,9.8,Phreatic/Granite,0.7857142857,,,9.7,5.3,9.8,9.5,9.8,5.5,9.8,2.2,8,,,,-4.4,-0.3,-4.3,-7.6,-4.15,9.78,5.63,7.70,0,-1,-1,-1,-1,-4
1309,Madhya Pradesh,Tikamgarh,Palera,Khargupura,Dug wells,SGWB,Khargupura,25.06944194,79.07646667,15.2,Phreatic/Granite,0.9054276316,,,15,13.55,15.2,15.2,15.2,12.6,15.2,8.15,8,,,,-1.45,0,-2.6,-7.05,-2.78,15.15,12.38,13.76,0,-1,0,-1,-1,-3
1310,Madhya Pradesh,Tikamgarh,Palera,Kanera,Dug wells,SGWB,Kanera,25.16204583,79.09798278,12.85,Phreatic/Granite,0.8487354086,,,12.65,11.9,12.7,9.85,12.85,7.3,12.85,7.15,8,,,,-0.75,-2.85,-5.55,-5.7,-3.71,12.76,9.05,10.91,0,-1,-1,-1,-1,-4
1311,Madhya Pradesh,Tikamgarh,Palera,Jewar,Dug wells,SGWB,Jewar,25.24829611,78.99932889,11.7,Phreatic/Granite,0.8957264957,11,6.5,11.7,9.8,11.7,11.7,11.7,9.8,11.7,9.2,10,0.7,2.7,-4.5,-1.9,0,-1.9,-2.5,-2.16,11.56,9.40,10.48,-1,-1,0,-1,-1,-4
1312,Madhya Pradesh,Tikamgarh,Palera,Chandera,Dug wells,SGWB,Chandera,25.11199583,78.98034167,14,Phreatic/Granite,0.8071428571,13.05,9.7,12.9,9.75,13.9,13.6,14,8.3,14,3.8,10,0.95,-5.9,-3.35,-3.15,-0.3,-5.7,-10.2,-4.54,13.57,9.03,11.30,-1,-1,-1,-1,-1,-5
1313,Madhya Pradesh,Tikamgarh,Palera,Alampura,Piezometers,SGWB,Alampura,25.06923167,79.31055389,45,Phreatic/Granite,0.2151111111,9.45,8.85,14.9,4.85,12.9,9.95,12.85,6.15,13.5,3.4,10,4.05,-5.45,-0.6,-10.05,-2.95,-6.7,-10.1,-6.08,12.72,6.64,9.68,-1,-1,-1,-1,-1,-5
1314,Madhya Pradesh,Panna,Ajaygarh,Ajaigarh,Dug wells,CGWB,Ajaygarh Nagar,24.99,80.267,16.5,,0.4655151515,8.31,8.48,12.45,4.77,8,7.2,10.2,4.1,8.95,4.35,10,0.64,-4.13,0.17,-7.68,-0.8,-6.1,-4.6,-3.80,9.58,5.78,7.68,1,-1,-1,-1,-1,-3
1315,Madhya Pradesh,Tikamgarh,Baldevgarh,Baldeogarh,Dug wells,CGWB,Baldeogarh,24.756,79.05,11,,0.5776363636,6.13,5.8,6.95,5.5,8.46,7.3,10.1,3.9,5,4.4,10,-1.13,-1.4,-0.33,-1.45,-1.16,-6.2,-0.6,-1.95,7.33,5.38,6.35,-1,-1,-1,-1,-1,-5
1316,Madhya Pradesh,Tikamgarh,Palera,Bamori1,Dug wells,CGWB,Bamhori Kala,25.1253,79.0944,12,,0.8537962963,11,10.66,10.62,7.63,11,10.35,11.5,,10.25,9.2,9,-0.75,-1.46,-0.34,-2.99,-0.65,,-1.05,-1.26,10.87,9.46,10.25,-1,-1,-1,0,-1,-4
1317,Madhya Pradesh,Panna,Ajaygarh,Banahari Kalan,Dug wells,CGWB,Banaharikalan,24.8536,80.1786,10.3,,0.6875943905,7.03,6.29,9.05,5.6,6.75,7,8.8,,8.8,4.42,9,1.77,-1.87,-0.74,-3.45,0.25,,-4.38,-2.08,8.09,5.83,7.08,-1,-1,1,0,-1,-2
1318,Madhya Pradesh,Panna,Ajaygarh,Bariyarpur,Dug wells,CGWB,Bariyarpur Kurmiyan,24.8494,80.095,12.7,,0.6633858268,10,7.32,10.6,4.1,10.5,7.8,11,7.5,11.6,3.83,10,1.6,-3.49,-2.68,-6.5,-2.7,-3.5,-7.77,-4.63,10.74,6.11,8.43,-1,-1,-1,-1,-1,-5
1319,Madhya Pradesh,Sagar,Sagar,Baroda,Dug wells,CGWB,Baroda Rehli,23.716,78.91,13.5,,0.6589300412,12.44,4.08,10.85,4.49,12.4,5.25,11.8,6,12.75,,9,0.31,,-8.36,-6.36,-7.15,-5.8,,-6.92,12.05,4.96,8.90,-1,-1,-1,-1,0,-4
1320,Madhya Pradesh,Chhatarpur,Rajnagar,Chandra Nagar,Dug wells,CGWB,Chandra Nagar,24.75,79.959,14,,0.4523571429,8.16,5.31,9.22,3.94,7.8,4.46,8.86,4.7,7.78,3.1,10,-0.38,-2.21,-2.85,-5.28,-3.34,-4.16,-4.68,-4.06,8.36,4.30,6.33,-1,-1,-1,-1,-1,-5
1321,Madhya Pradesh,Chhatarpur,Rajnagar,Chhatarpur,Dug wells,CGWB,Chhatarpur City,24.75,79.9589,18.71,,0.5277926243,9.3,8.61,11.78,5.95,9.01,8.84,11.96,8.66,18.16,6.48,10,8.86,-2.13,-0.69,-5.83,-0.17,-3.3,-11.68,-4.33,12.04,7.71,9.88,-1,-1,-1,-1,-1,-5
1322,Madhya Pradesh,Chhatarpur,Chhatarpur,Chhatarpur,Bore wells,CGWB,Chhatarpur City,24.9,79.5911,,,,8.17,,12.15,3.2,9.1,7.76,9.1,6.56,8.15,1.56,9,-0.02,,,-8.95,-1.34,-2.54,-6.59,-4.86,9.33,4.77,7.31,0,-1,-1,-1,-1,-4
1323,Madhya Pradesh,Chhatarpur,Rajnagar,Ganj,Dug wells,CGWB,Ganj,24.792,79.795,14.13,,0.7126680821,11.06,7.74,11.65,5.53,10.28,10.1,13.2,,11,,8,-0.06,,-3.32,-6.12,-0.18,,,-3.21,11.44,7.79,10.07,-1,-1,-1,0,0,-3
1324,Madhya Pradesh,Chhatarpur,Rajnagar,Ganj(D),Bore wells,CGWB,Ganj,24.792,79.795,79,,0.1272151899,11.31,8.18,11.61,5.66,11,8.98,12.28,,11.38,,8,0.07,,-3.13,-5.95,-2.02,,,-3.70,11.52,7.61,10.05,-1,-1,-1,0,0,-3
1325,Madhya Pradesh,Chhatarpur,Rajnagar,Ganj(S),Bore wells,CGWB,Ganj,24.792,79.795,30,,0.3505,11.83,8.81,12.13,6.29,10.65,9.33,13.19,,11.89,,8,0.06,,-3.02,-5.84,-1.32,,,-3.39,11.94,8.14,10.52,-1,-1,-1,0,0,-3
1326,Madhya Pradesh,Chhatarpur,Chhatarpur,Issanagar,Dug wells,CGWB,Issanagar,24.862,79.835,12,,0.7343518519,10.48,7.03,11.5,6.33,11.58,7.1,8.48,,10.18,6.63,9,-0.3,-0.4,-3.45,-5.17,-4.48,,-3.55,-4.16,10.44,6.77,8.81,-1,-1,-1,0,-1,-4
1327,Madhya Pradesh,Chhatarpur,Chhatarpur,Khajuraho,Dug wells,CGWB,Khajuraho,24.8497,79.6311,11.4,,0.5550877193,5.41,6.7,9.57,3.52,6.35,5.8,6.95,6.17,8.86,3.95,10,3.45,-2.75,1.29,-6.05,-0.55,-0.78,-4.91,-2.20,7.43,5.23,6.33,1,-1,-1,-1,-1,-3
1328,Madhya Pradesh,Chhatarpur,Rajnagar,Khajuraho(D),Bore wells,CGWB,Khajuraho,24.8497,79.9311,79,,0.07441772152,6.84,7.2,9.75,2.18,5.72,4.82,8.9,4.05,7.6,1.73,10,0.76,-5.47,0.36,-7.57,-0.9,-4.85,-5.87,-3.77,7.76,4.00,5.88,1,-1,-1,-1,-1,-3
1329,Madhya Pradesh,Chhatarpur,Rajnagar,Khajuraho(S),Bore wells,CGWB,Khajuraho,24.8497,79.9311,30.5,,0.2030491803,7.41,6.23,9.82,2.52,4.43,5.28,12.4,4.08,8.23,1.53,10,0.82,-4.7,-1.18,-7.3,0.85,-8.32,-6.7,-4.53,8.46,3.93,6.19,-1,-1,1,-1,-1,-3
1330,Madhya Pradesh,Sagar,Sagar,Khajuria,Dug wells,CGWB,Khajuria,24.8497,79.9311,12.4,,0.4859879032,8.91,4.08,,6.03,8.53,5.62,,6.3,6.94,1.8,8,-1.97,-2.28,-4.83,,-2.91,,-5.14,-4.29,8.13,4.77,6.03,-1,0,-1,0,-1,-3
